qid,form_id,form_type,lang,type,question,answer
F0053-x-applicant_name-ta,F0053,old_age_pension,ta,extraction,விண்ணப்பதாரர் பெயர்?,அர்ஜுன் நாயர்
F0053-x-applicant_name-mr,F0053,old_age_pension,mr,extraction,अर्जदाराचे नाव?,अर्जुन नायर
F0053-x-applicant_name-kn,F0053,old_age_pension,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ಅರ್ಜುನ್ ನಾಯರ್
F0053-x-district-en,F0053,old_age_pension,en,extraction,District?,Nashik
F0053-x-district-hi,F0053,old_age_pension,hi,extraction,जिला?,नाशिक
F0053-x-district-bn,F0053,old_age_pension,bn,extraction,জেলা?,নাসিক
F0053-x-district-te,F0053,old_age_pension,te,extraction,జిల్లా?,నాసిక్
F0053-x-district-ta,F0053,old_age_pension,ta,extraction,மாவட்டம்?,நாசிக்
F0053-x-district-mr,F0053,old_age_pension,mr,extraction,जिल्हा?,नाशिक
F0053-x-district-kn,F0053,old_age_pension,kn,extraction,ಜಿಲ್ಲೆ?,ನಾಸಿಕ್
F0053-x-annual_income-en,F0053,old_age_pension,en,extraction,Annual Income (Rs.)?,310000
F0053-x-annual_income-hi,F0053,old_age_pension,hi,extraction,वार्षिक आय (रु.)?,310000
F0053-x-annual_income-bn,F0053,old_age_pension,bn,extraction,বার্ষিক আয় (টাকা)?,310000
F0053-x-annual_income-te,F0053,old_age_pension,te,extraction,వార్షిక ఆదాయం (రూ.)?,310000
F0053-x-annual_income-ta,F0053,old_age_pension,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,310000
F0053-x-annual_income-mr,F0053,old_age_pension,mr,extraction,वार्षिक उत्पन्न (रु.)?,310000
F0053-x-annual_income-kn,F0053,old_age_pension,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,310000
F0053-x-family_members-en,F0053,old_age_pension,en,extraction,Number of Family Members?,7
F0053-x-family_members-hi,F0053,old_age_pension,hi,extraction,परिवार के सदस्यों की संख्या?,7
F0053-x-family_members-bn,F0053,old_age_pension,bn,extraction,পরিবারের সদস্য সংখ্যা?,7
F0053-x-family_members-te,F0053,old_age_pension,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,7
F0053-x-family_members-ta,F0053,old_age_pension,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,7
F0053-x-family_members-mr,F0053,old_age_pension,mr,extraction,कुटुंब सदस्यांची संख्या?,7
F0053-x-family_members-kn,F0053,old_age_pension,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,7
F0053-x-category-en,F0053,old_age_pension,en,extraction,Category?,SC
F0053-x-category-hi,F0053,old_age_pension,hi,extraction,श्रेणी?,SC
F0053-x-category-bn,F0053,old_age_pension,bn,extraction,শ্রেণী?,SC
F0053-x-category-te,F0053,old_age_pension,te,extraction,వర్గం?,SC
F0053-x-category-ta,F0053,old_age_pension,ta,extraction,பிரிவு?,SC
F0053-x-category-mr,F0053,old_age_pension,mr,extraction,प्रवर्ग?,SC
F0053-x-category-kn,F0053,old_age_pension,kn,extraction,ವರ್ಗ?,SC
F0053-r-elig-en,F0053,old_age_pension,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",no
F0053-r-elig-hi,F0053,old_age_pension,hi,reasoning,"आय सीमा और परिवार के आकार के नियम के आधार पर, क्या यह आवेदक पात्र है? हाँ या नहीं में उत्तर दें।",no
F0053-r-elig-bn,F0053,old_age_pension,bn,reasoning,"আয়ের সীমা এবং পরিবারের আকারের নিয়ম অনুসারে, এই আবেদনকারী কি যোগ্য? হ্যাঁ বা না উত্তর দিন।",no
F0053-r-elig-te,F0053,old_age_pension,te,reasoning,"ఆదాయ పరిమితి మరియు కుటుంబ పరిమాణ నియమం ఆధారంగా, ఈ దరఖాస్తుదారు అర్హులా? అవును లేదా కాదు అని సమాధానం ఇవ్వండి.",no
F0053-r-elig-ta,F0053,old_age_pension,ta,reasoning,"வருமான வரம்பு மற்றும் குடும்ப அளவு விதியின் அடிப்படையில், இந்த விண்ணப்பதாரர் தகுதியானவரா? ஆம் அல்லது இல்லை என பதிலளிக்கவும்.",no
F0053-r-elig-mr,F0053,old_age_pension,mr,reasoning,"उत्पन्न मर्यादा आणि कुटुंब आकाराच्या नियमानुसार, हा अर्जदार पात्र आहे का? होय किंवा नाही उत्तर द्या.",no
F0053-r-elig-kn,F0053,old_age_pension,kn,reasoning,"ಆದಾಯ ಮಿತಿ ಮತ್ತು ಕುಟುಂಬ ಗಾತ್ರದ ನಿಯಮದ ಆಧಾರದ ಮೇಲೆ, ಈ ಅರ್ಜಿದಾರರು ಅರ್ಹರೇ? ಹೌದು ಅಥವಾ ಇಲ್ಲ ಎಂದು ಉತ್ತರಿಸಿ.",no
F0054-x-applicant_name-en,F0054,ration_card,en,extraction,Applicant Name?,Fatima Begum
F0054-x-applicant_name-hi,F0054,ration_card,hi,extraction,आवेदक का नाम?,फ़ातिमा बेगम
F0054-x-applicant_name-bn,F0054,ration_card,bn,extraction,আবেদনকারীর নাম?,ফাতিমা বেগম
F0054-x-applicant_name-te,F0054,ration_card,te,extraction,దరఖాస్తుదారు పేరు?,ఫాతిమా బేగం
F0054-x-applicant_name-ta,F0054,ration_card,ta,extraction,விண்ணப்பதாரர் பெயர்?,பாத்திமா பேகம்
F0054-x-applicant_name-mr,F0054,ration_card,mr,extraction,अर्जदाराचे नाव?,फातिमा बेगम
F0054-x-applicant_name-kn,F0054,ration_card,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ಫಾತಿಮಾ ಬೇಗಂ
F0054-x-district-en,F0054,ration_card,en,extraction,District?,Nashik
F0054-x-district-hi,F0054,ration_card,hi,extraction,जिला?,नाशिक
F0054-x-district-bn,F0054,ration_card,bn,extraction,জেলা?,নাসিক
F0054-x-district-te,F0054,ration_card,te,extraction,జిల్లా?,నాసిక్
F0054-x-district-ta,F0054,ration_card,ta,extraction,மாவட்டம்?,நாசிக்
F0054-x-district-mr,F0054,ration_card,mr,extraction,जिल्हा?,नाशिक
F0054-x-district-kn,F0054,ration_card,kn,extraction,ಜಿಲ್ಲೆ?,ನಾಸಿಕ್
F0054-x-annual_income-en,F0054,ration_card,en,extraction,Annual Income (Rs.)?,232000
F0054-x-annual_income-hi,F0054,ration_card,hi,extraction,वार्षिक आय (रु.)?,232000
F0054-x-annual_income-bn,F0054,ration_card,bn,extraction,বার্ষিক আয় (টাকা)?,232000
F0054-x-annual_income-te,F0054,ration_card,te,extraction,వార్షిక ఆదాయం (రూ.)?,232000
F0054-x-annual_income-ta,F0054,ration_card,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,232000
F0054-x-annual_income-mr,F0054,ration_card,mr,extraction,वार्षिक उत्पन्न (रु.)?,232000
F0054-x-annual_income-kn,F0054,ration_card,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,232000
F0054-x-family_members-en,F0054,ration_card,en,extraction,Number of Family Members?,8
F0054-x-family_members-hi,F0054,ration_card,hi,extraction,परिवार के सदस्यों की संख्या?,8
F0054-x-family_members-bn,F0054,ration_card,bn,extraction,পরিবারের সদস্য সংখ্যা?,8
F0054-x-family_members-te,F0054,ration_card,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,8
F0054-x-family_members-ta,F0054,ration_card,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,8
F0054-x-family_members-mr,F0054,ration_card,mr,extraction,कुटुंब सदस्यांची संख्या?,8
F0054-x-family_members-kn,F0054,ration_card,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,8
F0054-x-category-en,F0054,ration_card,en,extraction,Category?,ST
F0054-x-category-hi,F0054,ration_card,hi,extraction,श्रेणी?,ST
F0054-x-category-bn,F0054,ration_card,bn,extraction,শ্রেণী?,ST
F0054-x-category-te,F0054,ration_card,te,extraction,వర్గం?,ST
F0054-x-category-ta,F0054,ration_card,ta,extraction,பிரிவு?,ST
F0054-x-category-mr,F0054,ration_card,mr,extraction,प्रवर्ग?,ST
F0054-x-category-kn,F0054,ration_card,kn,extraction,ವರ್ಗ?,ST
F0054-r-elig-en,F0054,ration_card,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",no
F0054-r-elig-hi,F0054,ration_card,hi,reasoning,"आय सीमा और परिवार के आकार के नियम के आधार पर, क्या यह आवेदक पात्र है? हाँ या नहीं में उत्तर दें।",no
F0054-r-elig-bn,F0054,ration_card,bn,reasoning,"আয়ের সীমা এবং পরিবারের আকারের নিয়ম অনুসারে, এই আবেদনকারী কি যোগ্য? হ্যাঁ বা না উত্তর দিন।",no
F0054-r-elig-te,F0054,ration_card,te,reasoning,"ఆదాయ పరిమితి మరియు కుటుంబ పరిమాణ నియమం ఆధారంగా, ఈ దరఖాస్తుదారు అర్హులా? అవును లేదా కాదు అని సమాధానం ఇవ్వండి.",no
F0054-r-elig-ta,F0054,ration_card,ta,reasoning,"வருமான வரம்பு மற்றும் குடும்ப அளவு விதியின் அடிப்படையில், இந்த விண்ணப்பதாரர் தகுதியானவரா? ஆம் அல்லது இல்லை என பதிலளிக்கவும்.",no
F0054-r-elig-mr,F0054,ration_card,mr,reasoning,"उत्पन्न मर्यादा आणि कुटुंब आकाराच्या नियमानुसार, हा अर्जदार पात्र आहे का? होय किंवा नाही उत्तर द्या.",no
F0054-r-elig-kn,F0054,ration_card,kn,reasoning,"ಆದಾಯ ಮಿತಿ ಮತ್ತು ಕುಟುಂಬ ಗಾತ್ರದ ನಿಯಮದ ಆಧಾರದ ಮೇಲೆ, ಈ ಅರ್ಜಿದಾರರು ಅರ್ಹರೇ? ಹೌದು ಅಥವಾ ಇಲ್ಲ ಎಂದು ಉತ್ತರಿಸಿ.",no
F0055-x-applicant_name-en,F0055,old_age_pension,en,extraction,Applicant Name?,Lakshmi Devi
F0055-x-applicant_name-hi,F0055,old_age_pension,hi,extraction,आवेदक का नाम?,लक्ष्मी देवी
F0055-x-applicant_name-bn,F0055,old_age_pension,bn,extraction,আবেদনকারীর নাম?,লক্ষ্মী দেবী
F0055-x-applicant_name-te,F0055,old_age_pension,te,extraction,దరఖాస్తుదారు పేరు?,లక్ష్మీ దేవి
F0055-x-applicant_name-ta,F0055,old_age_pension,ta,extraction,விண்ணப்பதாரர் பெயர்?,லட்சுமி தேவி
F0055-x-applicant_name-mr,F0055,old_age_pension,mr,extraction,अर्जदाराचे नाव?,लक्ष्मी देवी
F0055-x-applicant_name-kn,F0055,old_age_pension,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ಲಕ್ಷ್ಮಿ ದೇವಿ
F0055-x-district-en,F0055,old_age_pension,en,extraction,District?,Salem
F0055-x-district-hi,F0055,old_age_pension,hi,extraction,जिला?,सेलम
F0055-x-district-bn,F0055,old_age_pension,bn,extraction,জেলা?,সালেম
F0055-x-district-te,F0055,old_age_pension,te,extraction,జిల్లా?,సేలం
F0055-x-district-ta,F0055,old_age_pension,ta,extraction,மாவட்டம்?,சேலம்
F0055-x-district-mr,F0055,old_age_pension,mr,extraction,जिल्हा?,सेलम
F0055-x-district-kn,F0055,old_age_pension,kn,extraction,ಜಿಲ್ಲೆ?,ಸೇಲಂ
F0055-x-annual_income-en,F0055,old_age_pension,en,extraction,Annual Income (Rs.)?,72000
F0055-x-annual_income-hi,F0055,old_age_pension,hi,extraction,वार्षिक आय (रु.)?,72000
F0055-x-annual_income-bn,F0055,old_age_pension,bn,extraction,বার্ষিক আয় (টাকা)?,72000
F0055-x-annual_income-te,F0055,old_age_pension,te,extraction,వార్షిక ఆదాయం (రూ.)?,72000
F0055-x-annual_income-ta,F0055,old_age_pension,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,72000
F0055-x-annual_income-mr,F0055,old_age_pension,mr,extraction,वार्षिक उत्पन्न (रु.)?,72000
F0055-x-annual_income-kn,F0055,old_age_pension,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,72000
F0055-x-family_members-en,F0055,old_age_pension,en,extraction,Number of Family Members?,8
F0055-x-family_members-hi,F0055,old_age_pension,hi,extraction,परिवार के सदस्यों की संख्या?,8
F0055-x-family_members-bn,F0055,old_age_pension,bn,extraction,পরিবারের সদস্য সংখ্যা?,8
F0055-x-family_members-te,F0055,old_age_pension,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,8
F0055-x-family_members-ta,F0055,old_age_pension,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,8
F0055-x-family_members-mr,F0055,old_age_pension,mr,extraction,कुटुंब सदस्यांची संख्या?,8
F0055-x-family_members-kn,F0055,old_age_pension,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,8
F0055-x-category-en,F0055,old_age_pension,en,extraction,Category?,EWS
F0055-x-category-hi,F0055,old_age_pension,hi,extraction,श्रेणी?,EWS
F0055-x-category-bn,F0055,old_age_pension,bn,extraction,শ্রেণী?,EWS
F0055-x-category-te,F0055,old_age_pension,te,extraction,వర్గం?,EWS
F0055-x-category-ta,F0055,old_age_pension,ta,extraction,பிரிவு?,EWS
F0055-x-category-mr,F0055,old_age_pension,mr,extraction,प्रवर्ग?,EWS
F0055-x-category-kn,F0055,old_age_pension,kn,extraction,ವರ್ಗ?,EWS
F0055-r-elig-en,F0055,old_age_pension,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",yes
F0055-r-elig-hi,F0055,old_age_pension,hi,reasoning,"आय सीमा और परिवार के आकार के नियम के आधार पर, क्या यह आवेदक पात्र है? हाँ या नहीं में उत्तर दें।",yes
F0055-r-elig-bn,F0055,old_age_pension,bn,reasoning,"আয়ের সীমা এবং পরিবারের আকারের নিয়ম অনুসারে, এই আবেদনকারী কি যোগ্য? হ্যাঁ বা না উত্তর দিন।",yes
F0055-r-elig-te,F0055,old_age_pension,te,reasoning,"ఆదాయ పరిమితి మరియు కుటుంబ పరిమాణ నియమం ఆధారంగా, ఈ దరఖాస్తుదారు అర్హులా? అవును లేదా కాదు అని సమాధానం ఇవ్వండి.",yes
F0055-r-elig-ta,F0055,old_age_pension,ta,reasoning,"வருமான வரம்பு மற்றும் குடும்ப அளவு விதியின் அடிப்படையில், இந்த விண்ணப்பதாரர் தகுதியானவரா? ஆம் அல்லது இல்லை என பதிலளிக்கவும்.",yes
F0055-r-elig-mr,F0055,old_age_pension,mr,reasoning,"उत्पन्न मर्यादा आणि कुटुंब आकाराच्या नियमानुसार, हा अर्जदार पात्र आहे का? होय किंवा नाही उत्तर द्या.",yes
F0055-r-elig-kn,F0055,old_age_pension,kn,reasoning,"ಆದಾಯ ಮಿತಿ ಮತ್ತು ಕುಟುಂಬ ಗಾತ್ರದ ನಿಯಮದ ಆಧಾರದ ಮೇಲೆ, ಈ ಅರ್ಜಿದಾರರು ಅರ್ಹರೇ? ಹೌದು ಅಥವಾ ಇಲ್ಲ ಎಂದು ಉತ್ತರಿಸಿ.",yes
F0056-x-applicant_name-en,F0056,old_age_pension,en,extraction,Applicant Name?,Venkat Reddy
F0056-x-applicant_name-hi,F0056,old_age_pension,hi,extraction,आवेदक का नाम?,वेंकट रेड्डी
F0056-x-applicant_name-bn,F0056,old_age_pension,bn,extraction,আবেদনকারীর নাম?,ভেঙ্কট রেড্ডি
F0056-x-applicant_name-te,F0056,old_age_pension,te,extraction,దరఖాస్తుదారు పేరు?,వెంకట్ రెడ్డి
F0056-x-applicant_name-ta,F0056,old_age_pension,ta,extraction,விண்ணப்பதாரர் பெயர்?,வெங்கட் ரெட்டி
F0056-x-applicant_name-mr,F0056,old_age_pension,mr,extraction,अर्जदाराचे नाव?,वेंकट रेड्डी
F0056-x-applicant_name-kn,F0056,old_age_pension,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ವೆಂಕಟ್ ರೆಡ್ಡಿ
F0056-x-district-en,F0056,old_age_pension,en,extraction,District?,Salem
F0056-x-district-hi,F0056,old_age_pension,hi,extraction,जिला?,सेलम
F0056-x-district-bn,F0056,old_age_pension,bn,extraction,জেলা?,সালেম
F0056-x-district-te,F0056,old_age_pension,te,extraction,జిల్లా?,సేలం
F0056-x-district-ta,F0056,old_age_pension,ta,extraction,மாவட்டம்?,சேலம்
F0056-x-district-mr,F0056,old_age_pension,mr,extraction,जिल्हा?,सेलम
F0056-x-district-kn,F0056,old_age_pension,kn,extraction,ಜಿಲ್ಲೆ?,ಸೇಲಂ
F0056-x-annual_income-en,F0056,old_age_pension,en,extraction,Annual Income (Rs.)?,72000
F0056-x-annual_income-hi,F0056,old_age_pension,hi,extraction,वार्षिक आय (रु.)?,72000
F0056-x-annual_income-bn,F0056,old_age_pension,bn,extraction,বার্ষিক আয় (টাকা)?,72000
F0056-x-annual_income-te,F0056,old_age_pension,te,extraction,వార్షిక ఆదాయం (రూ.)?,72000
F0056-x-annual_income-ta,F0056,old_age_pension,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,72000
F0056-x-annual_income-mr,F0056,old_age_pension,mr,extraction,वार्षिक उत्पन्न (रु.)?,72000
F0056-x-annual_income-kn,F0056,old_age_pension,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,72000
F0056-x-family_members-en,F0056,old_age_pension,en,extraction,Number of Family Members?,7
F0056-x-family_members-hi,F0056,old_age_pension,hi,extraction,परिवार के सदस्यों की संख्या?,7
F0056-x-family_members-bn,F0056,old_age_pension,bn,extraction,পরিবারের সদস্য সংখ্যা?,7
F0056-x-family_members-te,F0056,old_age_pension,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,7
F0056-x-family_members-ta,F0056,old_age_pension,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,7
F0056-x-family_members-mr,F0056,old_age_pension,mr,extraction,कुटुंब सदस्यांची संख्या?,7
F0056-x-family_members-kn,F0056,old_age_pension,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,7
F0056-x-category-en,F0056,old_age_pension,en,extraction,Category?,SC
F0056-x-category-hi,F0056,old_age_pension,hi,extraction,श्रेणी?,SC
F0056-x-category-bn,F0056,old_age_pension,bn,extraction,শ্রেণী?,SC
F0056-x-category-te,F0056,old_age_pension,te,extraction,వర్గం?,SC
F0056-x-category-ta,F0056,old_age_pension,ta,extraction,பிரிவு?,SC
F0056-x-category-mr,F0056,old_age_pension,mr,extraction,प्रवर्ग?,SC
F0056-x-category-kn,F0056,old_age_pension,kn,extraction,ವರ್ಗ?,SC
F0056-r-elig-en,F0056,old_age_pension,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",yes
F0056-r-elig-hi,F0056,old_age_pension,hi,reasoning,"आय सीमा और परिवार के आकार के नियम के आधार पर, क्या यह आवेदक पात्र है? हाँ या नहीं में उत्तर दें।",yes
F0056-r-elig-bn,F0056,old_age_pension,bn,reasoning,"আয়ের সীমা এবং পরিবারের আকারের নিয়ম অনুসারে, এই আবেদনকারী কি যোগ্য? হ্যাঁ বা না উত্তর দিন।",yes
F0056-r-elig-te,F0056,old_age_pension,te,reasoning,"ఆదాయ పరిమితి మరియు కుటుంబ పరిమాణ నియమం ఆధారంగా, ఈ దరఖాస్తుదారు అర్హులా? అవును లేదా కాదు అని సమాధానం ఇవ్వండి.",yes
F0056-r-elig-ta,F0056,old_age_pension,ta,reasoning,"வருமான வரம்பு மற்றும் குடும்ப அளவு விதியின் அடிப்படையில், இந்த விண்ணப்பதாரர் தகுதியானவரா? ஆம் அல்லது இல்லை என பதிலளிக்கவும்.",yes
F0056-r-elig-mr,F0056,old_age_pension,mr,reasoning,"उत्पन्न मर्यादा आणि कुटुंब आकाराच्या नियमानुसार, हा अर्जदार पात्र आहे का? होय किंवा नाही उत्तर द्या.",yes
F0056-r-elig-kn,F0056,old_age_pension,kn,reasoning,"ಆದಾಯ ಮಿತಿ ಮತ್ತು ಕುಟುಂಬ ಗಾತ್ರದ ನಿಯಮದ ಆಧಾರದ ಮೇಲೆ, ಈ ಅರ್ಜಿದಾರರು ಅರ್ಹರೇ? ಹೌದು ಅಥವಾ ಇಲ್ಲ ಎಂದು ಉತ್ತರಿಸಿ.",yes
F0057-x-applicant_name-en,F0057,ration_card,en,extraction,Applicant Name?,Anjali Patil
F0057-x-applicant_name-hi,F0057,ration_card,hi,extraction,आवेदक का नाम?,अंजली पाटील
F0057-x-applicant_name-bn,F0057,ration_card,bn,extraction,আবেদনকারীর নাম?,অঞ্জলি পাটিল
F0057-x-applicant_name-te,F0057,ration_card,te,extraction,దరఖాస్తుదారు పేరు?,అంజలి పాటిల్
F0057-x-applicant_name-ta,F0057,ration_card,ta,extraction,விண்ணப்பதாரர் பெயர்?,அஞ்சலி பாட்டீல்
F0057-x-applicant_name-mr,F0057,ration_card,mr,extraction,अर्जदाराचे नाव?,अंजली पाटील
F0057-x-applicant_name-kn,F0057,ration_card,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ಅಂಜಲಿ ಪಾಟೀಲ್
F0057-x-district-en,F0057,ration_card,en,extraction,District?,Guntur
F0057-x-district-hi,F0057,ration_card,hi,extraction,जिला?,गुंटूर
F0057-x-district-bn,F0057,ration_card,bn,extraction,জেলা?,গুন্টুর
F0057-x-district-te,F0057,ration_card,te,extraction,జిల్లా?,గుంటూరు
F0057-x-district-ta,F0057,ration_card,ta,extraction,மாவட்டம்?,குண்டூர்
F0057-x-district-mr,F0057,ration_card,mr,extraction,जिल्हा?,गुंटूर
F0057-x-district-kn,F0057,ration_card,kn,extraction,ಜಿಲ್ಲೆ?,ಗುಂಟೂರು
F0057-x-annual_income-en,F0057,ration_card,en,extraction,Annual Income (Rs.)?,48000
F0057-x-annual_income-hi,F0057,ration_card,hi,extraction,वार्षिक आय (रु.)?,48000
F0057-x-annual_income-bn,F0057,ration_card,bn,extraction,বার্ষিক আয় (টাকা)?,48000
F0057-x-annual_income-te,F0057,ration_card,te,extraction,వార్షిక ఆదాయం (రూ.)?,48000
F0057-x-annual_income-ta,F0057,ration_card,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,48000
F0057-x-annual_income-mr,F0057,ration_card,mr,extraction,वार्षिक उत्पन्न (रु.)?,48000
F0057-x-annual_income-kn,F0057,ration_card,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,48000
F0057-x-family_members-en,F0057,ration_card,en,extraction,Number of Family Members?,3
F0057-x-family_members-hi,F0057,ration_card,hi,extraction,परिवार के सदस्यों की संख्या?,3
F0057-x-family_members-bn,F0057,ration_card,bn,extraction,পরিবারের সদস্য সংখ্যা?,3
F0057-x-family_members-te,F0057,ration_card,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,3
F0057-x-family_members-ta,F0057,ration_card,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,3
F0057-x-family_members-mr,F0057,ration_card,mr,extraction,कुटुंब सदस्यांची संख्या?,3
F0057-x-family_members-kn,F0057,ration_card,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,3
F0057-x-category-en,F0057,ration_card,en,extraction,Category?,ST
F0057-x-category-hi,F0057,ration_card,hi,extraction,श्रेणी?,ST
F0057-x-category-bn,F0057,ration_card,bn,extraction,শ্রেণী?,ST
F0057-x-category-te,F0057,ration_card,te,extraction,వర్గం?,ST
F0057-x-category-ta,F0057,ration_card,ta,extraction,பிரிவு?,ST
F0057-x-category-mr,F0057,ration_card,mr,extraction,प्रवर्ग?,ST
F0057-x-category-kn,F0057,ration_card,kn,extraction,ವರ್ಗ?,ST
F0057-r-elig-en,F0057,ration_card,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",yes
F0057-r-elig-hi,F0057,ration_card,hi,reasoning,"आय सीमा और परिवार के आकार के नियम के आधार पर, क्या यह आवेदक पात्र है? हाँ या नहीं में उत्तर दें।",yes
F0057-r-elig-bn,F0057,ration_card,bn,reasoning,"আয়ের সীমা এবং পরিবারের আকারের নিয়ম অনুসারে, এই আবেদনকারী কি যোগ্য? হ্যাঁ বা না উত্তর দিন।",yes
F0057-r-elig-te,F0057,ration_card,te,reasoning,"ఆదాయ పరిమితి మరియు కుటుంబ పరిమాణ నియమం ఆధారంగా, ఈ దరఖాస్తుదారు అర్హులా? అవును లేదా కాదు అని సమాధానం ఇవ్వండి.",yes
F0057-r-elig-ta,F0057,ration_card,ta,reasoning,"வருமான வரம்பு மற்றும் குடும்ப அளவு விதியின் அடிப்படையில், இந்த விண்ணப்பதாரர் தகுதியானவரா? ஆம் அல்லது இல்லை என பதிலளிக்கவும்.",yes
F0057-r-elig-mr,F0057,ration_card,mr,reasoning,"उत्पन्न मर्यादा आणि कुटुंब आकाराच्या नियमानुसार, हा अर्जदार पात्र आहे का? होय किंवा नाही उत्तर द्या.",yes
F0057-r-elig-kn,F0057,ration_card,kn,reasoning,"ಆದಾಯ ಮಿತಿ ಮತ್ತು ಕುಟುಂಬ ಗಾತ್ರದ ನಿಯಮದ ಆಧಾರದ ಮೇಲೆ, ಈ ಅರ್ಜಿದಾರರು ಅರ್ಹರೇ? ಹೌದು ಅಥವಾ ಇಲ್ಲ ಎಂದು ಉತ್ತರಿಸಿ.",yes
F0058-x-applicant_name-en,F0058,scholarship,en,extraction,Applicant Name?,Ramesh Kumar
F0058-x-applicant_name-hi,F0058,scholarship,hi,extraction,आवेदक का नाम?,रमेश कुमार
F0058-x-applicant_name-bn,F0058,scholarship,bn,extraction,আবেদনকারীর নাম?,রমেশ কুমার
F0058-x-applicant_name-te,F0058,scholarship,te,extraction,దరఖాస్తుదారు పేరు?,రమేష్ కుమార్
F0058-x-applicant_name-ta,F0058,scholarship,ta,extraction,விண்ணப்பதாரர் பெயர்?,ரமேஷ் குமார்
F0058-x-applicant_name-mr,F0058,scholarship,mr,extraction,अर्जदाराचे नाव?,रमेश कुमार
F0058-x-applicant_name-kn,F0058,scholarship,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ರಮೇಶ್ ಕುಮಾರ್
F0058-x-district-en,F0058,scholarship,en,extraction,District?,Salem
F0058-x-district-hi,F0058,scholarship,hi,extraction,जिला?,सेलम
F0058-x-district-bn,F0058,scholarship,bn,extraction,জেলা?,সালেম
F0058-x-district-te,F0058,scholarship,te,extraction,జిల్లా?,సేలం
F0058-x-district-ta,F0058,scholarship,ta,extraction,மாவட்டம்?,சேலம்
F0058-x-district-mr,F0058,scholarship,mr,extraction,जिल्हा?,सेलम
F0058-x-district-kn,F0058,scholarship,kn,extraction,ಜಿಲ್ಲೆ?,ಸೇಲಂ
F0058-x-annual_income-en,F0058,scholarship,en,extraction,Annual Income (Rs.)?,72000
F0058-x-annual_income-hi,F0058,scholarship,hi,extraction,वार्षिक आय (रु.)?,72000
F0058-x-annual_income-bn,F0058,scholarship,bn,extraction,বার্ষিক আয় (টাকা)?,72000
F0058-x-annual_income-te,F0058,scholarship,te,extraction,వార్షిక ఆదాయం (రూ.)?,72000
F0058-x-annual_income-ta,F0058,scholarship,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,72000
F0058-x-annual_income-mr,F0058,scholarship,mr,extraction,वार्षिक उत्पन्न (रु.)?,72000
F0058-x-annual_income-kn,F0058,scholarship,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,72000
F0058-x-family_members-en,F0058,scholarship,en,extraction,Number of Family Members?,6
F0058-x-family_members-hi,F0058,scholarship,hi,extraction,परिवार के सदस्यों की संख्या?,6
F0058-x-family_members-bn,F0058,scholarship,bn,extraction,পরিবারের সদস্য সংখ্যা?,6
